"id_pessoa";"idade_pessoa";"salario_pessoa";"propriedade_pessoa";"tempo_trabalho";"id_emprestimo";"motivo_emprestimo";"nivel_emprestimo";"total_emprestimo";"taxa_juros";"possibilidade_inadimplencia";"renda_percentual";"id_historico";"inadimplencia_historico";"tempo_ultimo_credito"
"uxOu8CJB-Og6h";24;83904;"Hipotecada";8.0;"Yy0SQ89H-tk3i";"Pagamento de debitos";"D";16000;16.07;1;0.19;"jPisbbD6-e4gZ";"sim";4
"helHMX4u-spWK";26;46000;"Alugada";3.0;"0SrZNlvK-hwKN";"Medico";"D";11000;16.29;1;0.24;"Hxt90SyO-Tt8R";"sim";3
"SeFAimX0-uzHH";22;52000;"Alugada";1.0;"E5QWeZ5M-zbIJ";"Melhora do lar";"D";7500;0.0;1;0.14;"9ORYGZGJ-jy96";"sim";4
"BujJD5aK-HAoe";63;106000;"Hipotecada";0.0;"D2M9wzEM-f2Dy";"Pessoal";"C";11500;12.98;0;0.11;"Ho2DXSTS-lJIB";"nao";23
"022H99io-vYlK";28;108000;"Hipotecada";4.0;"hxGub9rl-KYrr";"Pagamento de debitos";"B";10000;10.74;0;0.09;"pKh5Zxuu-S5xL";"nao";6
"AixEvrLS-LU84";31;64000;"Alugada";9.0;"YrkhLURD-yWY3";"Melhora do lar";"C";8000;14.22;0;0.13;"4UaQ5N7P-HBEu";"sim";9
"paEOIXaU-v1gE";26;40000;"Alugada";4.0;"dvkYMncR-KurS";"Medico";"B";15000;10.99;1;0.38;"oqK8xQOE-OMiC";"nao";3
"41bj3asu-dEYJ";29;84000;"Propria";13.0;"KIrqRh7p-lnNx";"Pessoal";"A";6000;5.42;0;0.07;"kISpN2br-sqtc";"nao";5
"ouqkqcHb-rPID";24;28000;"Alugada";0.0;"7JE2M8ZE-aoHA";"Pessoal";"D";5600;14.12;1;0.2;"URyWHupF-ZiK3";"sim";2
"Kt456L1a-gUN5";27;80000;"Propria";2.0;"zADMm8b0-evi0";"Pessoal";"B";9000;12.21;0;0.11;"qKTDPiU9-Uhxu";"nao";8
"ys6ue9SF-F06W";23;74000;"Alugada";7.0;"O3AikQGT-ottM";"Empreendimento";"D";2800;15.21;1;0.04;"tTAmwpbQ-WGBZ";"sim";2
"LkkFYao5-40QA";24;75000;"Alugada";5.0;"8htmeTXy-FG5s";"Empreendimento";"D";8000;15.37;0;0.11;"pMs2hayc-NhSc";"sim";3
"OsdZN7zY-sfOr";26;68000;"Hipotecada";9.0;"PG1Tzczg-k1YY";"Educativo";"C";12000;0.0;0;0.18;"Xp1QF6UO-RTyh";"sim";3
"iChiXmvq-CiJf";38;72000;"Hipotecada";2.0;"nNrUTJSN-SzE3";"Pessoal";"B";8000;12.21;0;0.11;"NPX5bOQ3-foRt";"nao";14
"nBYrPROU-ghpw";31;51500;"Alugada";6.0;"jp2rxM3H-gYhM";"Educativo";"D";19000;14.83;1;0.37;"sisGaOrW-9dRu";"sim";10
"eaN5q2nA-AwkU";43;50000;"Alugada";3.0;"0OJvsbvv-XlG9";"Melhora do lar";"C";8000;12.84;0;0.16;"0qGmCAtx-Sapu";"sim";17
"mUuWuNSt-Ns11";26;76000;"Hipotecada";10.0;"hQEWUxQP-N1c7";"Melhora do lar";"A";5425;8.49;0;0.07;"WJzcYNlm-vfQy";"nao";3
"lxmAjoWd-zuQS";29;77040;"Alugada";1.0;"chW5NeLP-JLsl";"Educativo";"C";9500;12.84;0;0.12;"XfTRsBmm-KLfA";"sim";9
"LxOkdSYK-009a";44;73500;"Propria";2.0;"Z03vdLIr-o5X5";"Empreendimento";"B";20000;12.18;0;0.27;"1Ue733qp-BHEB";"nao";17
"JfrIaHxP-n8Ff";21;55400;"Hipotecada";5.0;"8X9sGrok-tkbM";"Melhora do lar";"C";5000;14.27;1;0.09;"d5mjzNsI-J3c8";"nao";4
"kjwxbiKw-MKEj";26;79500;"Hipotecada";1.0;"zWy9ftwF-X1ms";"Educativo";"B";6000;11.36;0;0.08;"Z4hhjw8j-yJl6";"nao";2
"Qe57tnZq-2x99";23;52780;"Hipotecada";2.0;"wudTQwIO-mle5";"Pessoal";"A";8000;7.51;0;0.15;"6F0vWC5T-Qt7G";"nao";2
"GkRrBNbg-ivNl";21;42500;"Alugada";3.0;"BtcfZml6-s1mt";"Educativo";"C";25000;12.73;1;0.59;"inKIHW3p-7kcR";"sim";3
"U2KhUUSA-AASO";23;23000;"Alugada";5.0;"Me48eA0y-YLIf";"Educativo";"A";2400;5.99;0;0.1;"zTHPJ2EN-71o4";"nao";3
"7LNSG5S4-w8H5";22;31680;"Alugada";6.0;"ZMORYL4l-NJJg";"Educativo";"B";6000;11.12;0;0.19;"5hILyvMq-Ed9m";"nao";4
"vncbrlLB-RNYQ";28;64500;"Hipotecada";1.0;"M79DL0fL-rXdA";"Empreendimento";"C";4000;13.79;1;0.06;"rpXB83pt-jBI0";"sim";8
"g1ydnQw4-igNM";31;95004;"Hipotecada";3.0;"SQnfUar6-0dmj";"Pessoal";"D";0;15.99;1;0.0;"CgfQrmwn-74Az";"nao";8
"G9oRcJtj-QlF6";26;87000;"Hipotecada";0.0;"2MlejtEa-mKIX";"Pessoal";"B";15000;10.62;0;0.17;"pHBJGUnU-0zot";"nao";4
"ZtMp7eOg-SgCa";24;24000;"Alugada";0.0;"cNEjShyg-JPWq";"Medico";"A";6825;5.42;0;0.28;"K84P0ftE-3QrR";"nao";4
"2RvCEIwH-SIU9";42;64464;"Hipotecada";13.0;"cRtQ1u0q-ANrb";"Medico";"E";30000;19.03;1;0.4;"Y2NnXs35-LYWc";"nao";14
"dTpcePuC-7HeR";22;74263;"Hipotecada";3.0;"TYm1CaLH-alJN";"Medico";"B";11500;9.99;0;0.15;"Ut7pfrHL-m0rX";"nao";3
"wRb7jhZe-0Xr5";29;52000;"Alugada";3.0;"yDUu74mS-E318";"Empreendimento";"A";8400;5.79;0;0.16;"S26tJiqh-UxLJ";"nao";6
"ir0c0W8h-Lijw";22;24000;"Alugada";0.0;"fAn0avPb-rcwf";"Pagamento de debitos";"C";5200;13.49;0;0.22;"Y0rD9n2C-D95v";"sim";2
"SRCi5Pfr-IGuc";25;43000;"Alugada";9.0;"9BdEjpFQ-KeyK";"Medico";"C";4000;12.99;0;0.09;"jcS14dkA-uFOs";"nao";4
"obo4ptCw-Q8By";24;22000;"Propria";1.0;"gl4NCjry-hS2i";"Educativo";"D";3000;16.0;0;0.14;"uXxipTMZ-eha3";"nao";2
"ncezmeoo-uzHz";25;28000;"Alugada";0.0;"4YLUIHRa-B0Ol";"Medico";"B";1800;12.53;0;0.06;"6ZcN0okl-Nc6J";"nao";3
"BPMxicnj-j4hJ";25;51000;"Alugada";5.0;"T75FUCm4-Wpla";"Pagamento de debitos";"";10000;0.0;0;0.37;"K8wppKDk-lvua";"nao";2
"ngrgCGH6-Zcxy";26;34000;"Alugada";5.0;"Q858Yfef-1lWK";"Empreendimento";"A";7500;7.9;0;0.22;"rGdkaBgh-M8b1";"nao";4
"sQ5KuGMm-cpW3";33;82000;"Hipotecada";2.0;"jTj8oJiu-G6nx";"Pessoal";"B";20000;10.99;0;0.24;"QmPi5z2L-7Ae2";"nao";10
"7ai7Tjyc-iyd9";27;39000;"Alugada";3.0;"qZKJPsdl-TcTr";"Pagamento de debitos";"C";16000;12.73;1;0.41;"oSOExRxj-p9Ta";"nao";8
"ajfzB3CL-t8OJ";24;60000;"Hipotecada";3.0;"gRDI50Fz-xlQg";"Educativo";"A";4000;5.42;0;0.07;"K90Gu5te-hDsQ";"nao";2
"tJ6zd2q7-sjXX";60;45600;"Alugada";1.0;"HlTUTdEg-1tAj";"Empreendimento";"B";20000;10.0;1;0.44;"1voQnvj5-xnDJ";"nao";26
"iLPCQHd1-cyvZ";27;21840;"Alugada";0.0;"ZoGb5338-0oxo";"Empreendimento";"E";6500;16.35;1;0.3;"0OdfOf4p-oaCQ";"nao";7
"zayPJ2oj-Pxaa";23;45000;"Alugada";0.0;"xRBEkWhY-4ZS1";"Empreendimento";"B";2100;11.48;0;0.05;"lbS6yeUb-dO8P";"nao";4
"t7PXhNTz-NMOC";26;46000;"Alugada";10.0;"HoWM5kH7-a71C";"Pagamento de debitos";"A";2500;8.49;0;0.05;"somxzdA1-odJG";"nao";4
"Rzv4Ko2E-aZE8";27;89904;"Alugada";1.0;"4cmUaZTm-WHaj";"Educativo";"B";10000;10.0;0;0.11;"cOn7iBRa-gLSa";"nao";5
"vwfMDE8f-iihF";24;38000;"Alugada";0.0;"ee9vFDil-rRLs";"Empreendimento";"B";12000;11.89;1;0.32;"c3ZNlcIh-KDfU";"nao";3
"amkrIhQO-BvAY";21;104000;"Hipotecada";5.0;"jHGchOha-eQtZ";"Pessoal";"A";15000;9.63;0;0.14;"PO2YUtEt-ca3v";"nao";4
"0RvA5BaC-4m2g";24;86376;"Hipotecada";2.0;"OqKhJr9R-0oYu";"Medico";"A";20000;7.29;0;0.23;"6BeTyJme-xxgb";"nao";3
"w5iQc1s1-HUM3";34;70000;"Alugada";1.0;"IzGkyYrs-SlfX";"Pagamento de debitos";"B";6000;11.89;0;0.09;"huSnX3Yt-Z6F5";"nao";7
"A4DZXbi6-z5AJ";38;50000;"Alugada";5.0;"yykoYgDR-Gl35";"Empreendimento";"A";4000;7.88;0;0.08;"ifdOT1xQ-Czqf";"nao";12
"ARjHTqgU-YlHX";26;30000;"Hipotecada";0.0;"63X0vejd-3PaE";"Pagamento de debitos";"A";8000;6.62;1;0.27;"qDgHQ83f-du7p";"nao";4
"Pfi3ET0U-GTbQ";22;42000;"Propria";0.0;"EG8cQ096-S1wP";"Educativo";"C";12000;0.0;0;0.29;"IUbmwkLx-awHE";"nao";4
"T13cs3Fd-1YMg";28;19200;"Alugada";0.0;"8iDctMox-8g3r";"Pagamento de debitos";"B";4000;12.69;1;0.21;"06QNtdDv-Z095";"nao";8
"CQYMUS1A-SdMy";27;146000;"Alugada";3.0;"6TczYsom-lZZU";"Empreendimento";"C";10175;12.99;1;0.07;"ElSZzNtf-vwvz";"nao";6
"blCczstY-Sfjf";26;66800;"Hipotecada";0.0;"zEqa6FKP-dfiL";"Pessoal";"B";2500;11.49;0;0.04;"X5zqNhuB-3asd";"nao";4
"DjuObrt6-p6gj";22;45999;"Alugada";1.0;"5Td1jZOL-ICT1";"Empreendimento";"A";7300;7.88;0;0.16;"mhrHiYb0-8Ckh";"nao";2
"POGiBlCm-dzvk";25;62500;"Alugada";9.0;"PDksbU86-6vXZ";"Educativo";"A";4000;8.9;0;0.06;"aQATG4Yw-yR0x";"nao";3
"XkCZXyby-CpaN";27;33600;"Alugada";1.0;"h4cXdtHy-cemC";"Medico";"C";3000;13.49;0;0.09;"Iwgl6Pcx-L20I";"sim";9
"4DmszJnS-56f4";30;200000;"Hipotecada";0.0;"QMuP8Jii-EAhU";"Medico";"A";10000;8.59;0;0.05;"2HrfKmoX-XvBF";"nao";10
"5tKTKqBl-db5Y";31;30000;"Alugada";2.0;"Z5nkcpor-DX9h";"Pessoal";"B";3000;10.95;0;0.1;"EHSZ8Z8m-i7dK";"nao";8
"tHCOQFQS-3FAQ";36;60000;"Outros Casos";2.0;"mlMWWMZt-ze4o";"Melhora do lar";"B";3000;0.0;0;0.07;"ijLA1I2Q-vw4Y";"nao";3
"X7JJJbeC-x9uc";23;50000;"Alugada";3.0;"wzflIFYA-H9IN";"Empreendimento";"A";6400;6.91;0;0.13;"Yd2likv1-aC03";"nao";2
"d4XIlPEg-sznT";25;69000;"Alugada";1.0;"IyAnnJa6-pZbv";"Melhora do lar";"D";8000;13.99;1;0.12;"suJgwl5P-6zBq";"sim";2
"BlsTtr57-tr8L";31;22000;"Alugada";6.0;"7Kq6svZl-kMH1";"Educativo";"B";4800;10.65;0;0.22;"EyBWaHwE-Tk1X";"nao";10
"1IJv5H2P-HOSA";27;62570;"Hipotecada";11.0;"AKKhIW1Z-fBI8";"Educativo";"D";25000;14.84;0;0.4;"waseKIN7-7OZq";"nao";5
"4MaR4eQC-KZo9";27;75000;"Alugada";3.0;"HBt872vQ-HGaW";"Medico";"B";4200;10.51;0;0.07;"4lpD6tfp-MwnN";"";3
"AOluva5d-jL2E";21;57000;"Alugada";0.0;"U2cF4H97-tOba";"Educativo";"C";10800;13.22;0;0.19;"sQf7Z748-8oYz";"nao";3
"LLmRApgi-yJGK";44;95000;"Hipotecada";4.0;"uI26MFeL-5xzB";"Educativo";"B";10000;10.95;0;0.11;"in3IqE5m-EqES";"nao";11
"vXptakPx-ZaAQ";32;83000;"Hipotecada";1.0;"TWzlzDLX-Xp8R";"Educativo";"A";10000;8.0;0;0.12;"ynPmFgwX-bguu";"nao";5
"XcSr1LaW-9oID";22;39300;"Hipotecada";5.0;"Yt0nqCCJ-JTog";"Educativo";"D";5325;14.59;0;0.14;"qKRR6hXK-QxxD";"sim";3
"FZTwJC9c-Fe9D";23;80000;"Alugada";5.0;"ERkQOnaP-N03b";"Educativo";"A";8000;7.9;0;0.1;"s4yL4EY6-rGqu";"nao";3
"WgJ6BRe9-wRiC";30;39600;"Hipotecada";11.0;"rDbhaPY2-pGGw";"Educativo";"A";15000;7.49;1;0.38;"4mHwYRjw-zpf1";"nao";5
"NLgrlNCp-Z9Mv";30;49000;"Propria";7.0;"t2cfhB12-X6Ga";"Melhora do lar";"B";8500;12.18;0;0.17;"9OBEbYJF-A31M";"nao";10
"I3kBCx8U-ibrr";31;59500;"Alugada";1.0;"s7aEOTkR-cd6L";"Medico";"B";6000;11.71;1;0.09;"6kYeSC3z-wYts";"nao";6
"mlBvoYds-mHoS";25;47004;"Alugada";1.0;"MaI7qy13-FgYh";"Pagamento de debitos";"C";8000;12.53;0;0.17;"8DYuyqPa-AGER";"sim";4
"stJeKN6E-e9HT";34;130000;"Hipotecada";5.0;"AMOzIOgZ-6e1z";"Pessoal";"E";5000;17.56;0;0.04;"XR0oaGyj-Y0cw";"sim";8
"o7MgJgtG-g5Zs";27;31200;"Hipotecada";4.0;"8B6gWZKo-e5TS";"Educativo";"C";15000;14.27;0;0.48;"6PdWw4Ab-gcG4";"sim";10
"j81OS2tm-EmFc";23;45000;"Alugada";2.0;"S8v4Yy3L-jg7y";"Empreendimento";"A";6575;8.0;0;0.15;"U5dueCBr-sTHn";"nao";3
"nWb1bnqj-tdNw";35;130000;"Alugada";17.0;"zZ7bTycD-OgX4";"Educativo";"B";9200;0.0;0;0.15;"CQEnIPh9-pYwh";"";9
"xrrnDGnQ-4Ekf";41;58000;"Hipotecada";6.0;"3TUx9Lk1-bZWM";"Pagamento de debitos";"C";5200;12.87;0;0.09;"kQd0Y22U-BshL";"nao";11
"OBRrXhCu-YXzw";25;63300;"Hipotecada";0.0;"SXLrQw6P-kMux";"Educativo";"C";17600;12.53;0;0.28;"mgQliNE5-E5wN";"sim";4
"zH8fMOOi-mxHw";25;34000;"Alugada";4.0;"BWHEaQT4-gZiE";"Pessoal";"A";10000;6.62;1;0.29;"ZczG0nHJ-BPRK";"nao";4
"nlXUmpff-LThh";23;29820;"Alugada";0.0;"BqaT3EPq-sove";"Educativo";"C";6000;14.22;0;0.2;"8YODrsJj-HSkT";"nao";3
"rYHQeNok-o7tO";26;42000;"Alugada";4.0;"Ph6NBpBQ-htPf";"Pagamento de debitos";"B";2250;10.38;0;0.05;"CupHSGbL-vzfk";"nao";4
"8eNTJz7t-rI3A";27;33600;"Hipotecada";0.0;"afqAs3UQ-vtvY";"Melhora do lar";"A";6400;7.14;0;0.19;"F0Scju7r-BTEN";"nao";10
"uKmE8k7a-cKAo";24;49200;"Propria";8.0;"daD5rrOF-D2As";"Educativo";"C";4000;13.06;0;0.08;"J3gsFPWd-DhSn";"nao";4
"sTKr5WQH-8nBw";22;50000;"Hipotecada";1.0;"GrlC4n9w-7JvS";"Pessoal";"E";9800;16.32;0;0.2;"p9I2dTjH-pHX8";"sim";3
"ueEtgSNR-ucUc";37;26500;"Alugada";11.0;"sOBj1uOX-I5ma";"Medico";"C";2000;13.16;0;0.08;"w6xBqqTn-0gte";"nao";12
"qnlmNm3C-dOQT";24;40000;"Alugada";0.0;"wLaMa4aG-h7G8";"Medico";"B";3600;10.59;0;0.09;"GXEmrrDM-xZDG";"nao";4
"4BRBXU5v-A9CG";24;48000;"Alugada";0.0;"nyHkmg5m-wAIj";"Educativo";"A";6000;0.0;0;0.13;"sg908k2b-8tou";"nao";3
"0ucE8HsH-P4AJ";52;64500;"Alugada";0.0;"By8QwvWz-Le7H";"Educativo";"B";5000;11.26;0;0.08;"Y9K33S3R-IjNs";"nao";20
"8OeaDkvp-ALB9";28;82000;"Alugada";12.0;"fye5MUwU-DdDu";"Pessoal";"A";8000;7.49;0;0.1;"6UOxWrqy-jXQO";"nao";10
"YacGHdFM-tNms";31;32500;"Hipotecada";4.0;"uDLNSAR2-cavk";"Medico";"A";8975;6.62;0;0.28;"h5vz7k1P-bigp";"nao";10
"qCSTrjSx-LjB8";27;44000;"Alugada";2.0;"rPnAOXyY-NJFd";"Medico";"A";7000;7.14;0;0.16;"4p4nopZq-61p5";"nao";7
"anZddEyF-qvcA";23;26000;"Outros Casos";1.0;"G7dZGfX9-pokJ";"Pessoal";"C";3380;19.69;0;0.13;"eYjeG3oe-Ee7y";"sim";2
"tK8YY8lj-fz8l";30;134500;"Hipotecada";9.0;"a2IqiLiW-N8Eb";"Pagamento de debitos";"C";24000;15.96;0;0.18;"RDRd6MOS-9uHg";"sim";6
"cProe9m5-e2fS";22;28800;"Alugada";2.0;"t5BlZCxO-TYfW";"Pagamento de debitos";"C";4000;13.48;0;0.14;"nA95kY1C-ohJp";"nao";2
"c51GMH47-wN6i";32;140900;"Alugada";1.0;"TZQBZHHG-1TfM";"Pessoal";"C";10000;14.79;0;0.07;"H8lLns07-0ytY";"sim";9
"4c3bpnYa-UXux";26;33600;"Alugada";0.0;"sglo7aQR-pQOr";"Pessoal";"C";2000;0.0;0;0.06;"mAkzTMxD-8LQT";"sim";2
"pae5sxqQ-qbtp";23;141000;"Hipotecada";1.0;"emGPhbT0-0ypq";"Empreendimento";"B";15000;0.0;0;0.11;"9KQfhsc0-IiPy";"nao";3
"bRwQ2nql-tTcY";27;86000;"Alugada";4.0;"Yr5UNxCC-pk1J";"Educativo";"A";12000;7.51;0;0.14;"xyI5gEs8-JqPY";"nao";8
"lId7bJc1-BInQ";30;40000;"Hipotecada";5.0;"iOKf2aWG-0bdz";"Melhora do lar";"A";9600;8.49;0;0.24;"ihi9cqgU-ynrh";"nao";10
"TRH2Y9li-kECW";27;40000;"Hipotecada";7.0;"Idn4sdcf-HKfS";"Melhora do lar";"B";14675;12.69;0;0.37;"ZTliRLcZ-DgJY";"nao";10
"OZMaaInk-FuDA";23;52000;"Alugada";0.0;"gh18MHNq-FP1E";"Empreendimento";"B";4750;0.0;0;0.18;"FQZTHhiN-Gw1X";"nao";3
"fPcmSQh7-qQvA";27;40000;"Alugada";0.0;"qwv82ERG-sOEZ";"Pagamento de debitos";"A";4800;0.0;0;0.12;"Lc9dCRy5-JLxt";"nao";8
"RkHlhHr1-dbYf";24;33600;"Alugada";0.0;"rcmhiaZc-GGqn";"Outro";"C";8000;0.0;0;0.15;"DUTwyY2R-BlL2";"sim";9
"G5uOygJr-hT0U";25;23460;"Alugada";5.0;"lvqU5Y8G-nsTz";"Medico";"B";7000;0.0;0;0.3;"kWFBWAzQ-4a6m";"nao";2
"EZj8Wz0z-gh5b";22;31875;"Alugada";3.0;"cj6I5bpR-R7dD";"Educativo";"C";7500;13.11;0;0.24;"AF5Sarlg-XoHx";"nao";2
"lrd1smh8-QzZO";22;75000;"Alugada";2.0;"jJsWmtZ2-ShI0";"Empreendimento";"C";20000;0.0;0;0.27;"7yTrfOOI-oqOh";"nao";2
"huBYPx6z-1b98";23;41196;"Hipotecada";7.0;"gUfFJlLc-PkNa";"Educativo";"B";16000;11.83;0;0.39;"pmB8CPgq-UyCN";"nao";2
"w9hL1KdQ-jWkJ";26;12000;"Propria";6.0;"wxAUC5FT-vJ5P";"Educativo";"B";2500;9.99;1;0.21;"5uD02MYn-gUcs";"nao";3
"XR3gQkDP-vJ7a";22;95000;"Alugada";2.0;"aIagI5xz-kErg";"Pagamento de debitos";"B";3800;0.0;0;0.04;"2s8IMzab-Muoy";"nao";14
"He5aFnHw-hsR9";21;24996;"Alugada";1.0;"TybEkLWp-wing";"Pagamento de debitos";"C";5000;0.0;0;0.2;"B0pt7lnC-IiqI";"sim";3
"X1be9X5x-qsev";31;100000;"Hipotecada";0.0;"Re2mSoj7-ceuw";"Melhora do lar";"A";15000;9.63;0;0.15;"BlNmAnvN-8YFH";"nao";7
"PSnsvs3r-ORIk";26;33800;"Hipotecada";9.0;"9MCCc5cw-9i0v";"Empreendimento";"";8450;14.65;0;0.25;"OSIwA20w-ouJT";"sim";3
"j7cKOgHN-Unb1";27;45500;"Alugada";2.0;"uiOaxZW2-C4zO";"Educativo";"B";5000;11.71;0;0.11;"GvKrhbNQ-ijFa";"nao";5
"u9idgem7-jBsj";22;50000;"Alugada";6.0;"WFOEzntX-r0Os";"Educativo";"B";10000;10.99;0;0.2;"vbiQkU1D-6hk6";"nao";2
"AdKjQGmz-wq5x";22;65000;"Alugada";5.0;"g5b4ydzg-Jf4T";"Pagamento de debitos";"C";12000;0.0;0;0.18;"Ix3ulkG8-MjFX";"sim";3
"LbEbpXmD-nA4X";23;21000;"Alugada";2.0;"CMIdLu8y-q9g6";"Empreendimento";"C";3000;12.68;0;0.14;"ekEqLJaW-Ls3T";"nao";3
"84DSD05P-J1Aq";28;92000;"Alugada";4.0;"rIsqahSC-PSlB";"Pagamento de debitos";"A";15000;7.9;0;0.16;"RP6RtXTJ-h7IF";"nao";9
"KL4U5zOW-k4Dv";24;52000;"Hipotecada";8.0;"69YCN1kL-Gmri";"Pessoal";"A";5000;8.32;0;0.1;"5uZWXlSj-1OCY";"nao";2
"TSiRnTjy-yIgu";34;65000;"Alugada";3.0;"SM07eK8w-hN1O";"Melhora do lar";"A";20000;6.54;1;0.31;"dzf41UK8-EBoK";"nao";5
"T7tgFo54-b1SA";21;50000;"Alugada";0.0;"RrRtLsgT-nrYC";"Pessoal";"B";12000;11.71;0;0.24;"j5FvhLqQ-UUSi";"nao";3
"IlaEdIIe-zQx6";23;72000;"Hipotecada";5.0;"T37irvpm-Xh8q";"Educativo";"F";19000;0.0;1;0.26;"EOmrPbdt-I2tF";"sim";2
"gyov3lN6-40e9";34;90000;"Hipotecada";5.0;"aLtTFTgR-6CTo";"Pessoal";"B";24250;10.62;0;0.27;"9MlxyToE-h7r3";"nao";7
"u3RsTj8d-mrwt";22;66250;"Hipotecada";5.0;"Nnwjtb55-m7s3";"Medico";"A";8700;6.92;0;0.13;"p90P6T7K-D1Ta";"nao";3
"nHEMHtDa-GNQb";21;12960;"Alugada";2.0;"hk6qf9Rs-ayS6";"Empreendimento";"B";2525;0.0;1;0.19;"8WbdMtOI-WRrh";"nao";2
"ADCYwbTK-fByd";39;83400;"Alugada";2.0;"wRaqkZ6r-Jtlr";"Educativo";"E";10000;16.4;1;0.12;"k7D2tG8j-8exm";"sim";14
"hW4RLU1w-HkmL";32;80000;"Alugada";2.0;"6LsrMZqk-BXwo";"Empreendimento";"B";25000;0.0;1;0.31;"xurACCGE-ot2i";"nao";8
"4gzKPul9-h9hj";28;86400;"Hipotecada";0.0;"lIhzJux2-KqYx";"Pagamento de debitos";"A";5000;7.9;0;0.06;"ppk7BROX-yeat";"nao";8
"MCn3oIxC-wFzc";44;94800;"Hipotecada";4.0;"sTRIhKQI-QzN9";"Empreendimento";"A";7400;7.88;0;0.08;"UaaTxM6U-vp6P";"nao";16
"hvJU2Uxe-6Afa";24;59600;"Alugada";8.0;"Whc7YYzI-hAco";"Melhora do lar";"A";10000;5.99;0;0.17;"fqqICwHM-N995";"nao";3
"XGHng9fy-AjyT";22;54000;"Alugada";5.0;"Nxnl8MGd-c26a";"Melhora do lar";"D";3200;16.49;1;0.06;"7YDnTbzk-pjhi";"nao";2
"tg7mNqTt-2uYe";25;170000;"Alugada";5.0;"r2jJ3tLq-KhOx";"Melhora do lar";"";7500;11.36;0;0.19;"AulxqTwX-iB57";"nao";4
"Q6DA21EJ-xxU6";24;54000;"Alugada";8.0;"1bjJJWRn-7cs0";"Melhora do lar";"B";6800;10.59;0;0.13;"bUmTM3tD-mG7f";"nao";3
"x8jFbpd6-i7y0";25;42000;"Alugada";7.0;"3KTnBw9u-XyRy";"Educativo";"D";8675;15.99;0;0.21;"XITIif56-aNil";"sim";2
"K8cqTGn8-b2FK";25;60000;"Alugada";9.0;"tCbsQLvK-OTNc";"Pagamento de debitos";"A";9600;7.9;0;0.16;"3wZebS7P-SJWi";"nao";2
"kwF8dFER-0RJ8";44;38400;"Hipotecada";4.0;"CLl02Cn6-UgZY";"Outro";"A";12000;14.27;0;0.3125;"ZvXob8KG-rQ9J";"sim";6
"eROanzB1-FBIb";29;32400;"Alugada";5.0;"uhN1WvAg-TzLp";"Empreendimento";"A";10275;6.62;1;0.32;"WKyzpjz7-Haxx";"nao";8
"iqNKleOF-7Ln7";29;28800;"Alugada";1.0;"7mUeDRt6-uO7w";"Empreendimento";"C";4000;13.92;1;0.14;"YBfW5AR6-C5aY";"nao";10
"3F5rwnF7-2Q1C";35;45996;"Hipotecada";0.0;"zHGth8lI-ysy0";"Empreendimento";"D";15000;14.42;0;0.33;"C7kqBqjH-kQfp";"sim";7
"YxUU8YWe-vKbX";46;65000;"Alugada";1.0;"msLZyGsW-KgAY";"Educativo";"B";6000;12.69;0;0.09;"al8AGrd3-j25z";"nao";13
"NsTYDBdO-7FUC";25;149000;"Alugada";9.0;"alZeKTF0-xDeN";"Medico";"A";7200;0.0;0;0.05;"bPpB3pAP-HUbR";"nao";2
"PhWw4WLx-p5ag";28;70000;"Alugada";0.0;"dud9I9c9-zhAd";"Pagamento de debitos";"C";12800;13.57;0;0.18;"wjjCCxUA-2g27";"nao";6
"AOfPfb51-XE9o";30;132640;"Alugada";6.0;"ayOS7Hvc-Qfwh";"Empreendimento";"C";8000;13.57;0;0.06;"QfHCIsDF-JdyC";"nao";5
"vb6if0NF-NtHi";37;80000;"Hipotecada";0.0;"dXUdehQr-TZa7";"Melhora do lar";"C";3000;0.0;0;0.04;"11Q36n5T-TRpn";"sim";15
"ywHhnNYk-y3Ey";32;42000;"Hipotecada";3.0;"gusANCT1-hMmZ";"Empreendimento";"A";9000;7.74;0;0.21;"PMIIMtqQ-0MKL";"nao";8
"XtFSI7aE-H3BR";58;49000;"Hipotecada";34.0;"GZFW97bw-I7dk";"Medico";"D";7500;13.55;1;0.15;"Arvsjrs0-nB3y";"sim";24
"nkXKsMWN-PxRw";37;48000;"Alugada";0.0;"PPWX5KQc-TxBe";"Pagamento de debitos";"B";14725;0.0;1;0.31;"LOgzsQG9-eNd8";"nao";11
"S035oT5U-NhZR";22;40000;"Alugada";0.0;"gTl1fHKk-TLur";"Educativo";"A";2800;7.49;0;0.07;"jusEA1zB-M3JZ";"nao";2
"GRCzSd0P-Mru9";27;48000;"Hipotecada";5.0;"EwlMTg6j-cNMx";"Pagamento de debitos";"B";4300;12.69;0;0.09;"Ru9dlUGx-PPvS";"nao";7
"rXbdvXQT-9RYI";23;69360;"Alugada";5.0;"9oZNXo0u-kGio";"Pagamento de debitos";"A";4000;7.74;0;0.06;"felkIjti-eLHr";"nao";3
"7rqNgXef-3STn";43;50000;"Hipotecada";2.0;"9EZn4GpI-03b8";"Pagamento de debitos";"B";5000;9.63;0;0.1;"vXixeERr-KiXF";"nao";16
"kgdLl3FA-yyXN";28;55000;"Alugada";7.0;"NXhsM6Bh-Za3F";"Educativo";"A";1500;7.37;0;0.03;"xWxfxmPR-QpgI";"nao";8
